numero_uai;nature_uai;ministere_tutelle;ministere_tutelle_libe;tutelle_2;tutelle_2_libe;secteur_public_prive;niveau_uai;niveau_uai_libe;commune;commune_libe;denomination_principale;patronyme_uai;numero_siren_siret_uai;date_ouverture;date_fermeture;lieu_dit_uai;adresse_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai
0762403Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76451;Mont-Saint-Aignan;CTR DE FORMATION D'APPRENTIS;IFA MARCEL SAUVAGE;13002175100024;28552;;;11 RUE DU TRONQUET;BP256;76825;MONT ST AIGNAN CEDEX
0762652V;600;03;ministère de l'agriculture;;;PU;3;UAI fille;76758;Yvetot;CTRE FORMATION APPRENTIS AGRIC;DE SEINE-MARITIME;19761315100103;27760;;;ROUTE DE CAUDEBEC;BP164;76195;YVETOT CEDEX
0762760M;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;76258;Terres-de-Caux;CTRE FORMATION APPRENTIS AGRIC;HORTICOLE;19761315100079;30931;;;1333 RUE BERNARD THELU;BP30;76640;TERRES DE CAUX
0763003B;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;76575;Saint-Etienne-du-Rouvray;CTR DE FORMATION D'APPRENTIS;PROMOTRANS NORMANDIE;80863414100176;33848;;;Rue de la Grande Epine;BP506;76303;SOTTEVILLE LES ROUEN CEDEX
0763070Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76451;Mont-Saint-Aignan;CTR DE FORMATION D'APPRENTIS;CESI ALTERNANCE;48073410200019;34213;;;1 RUE MARCONI;;76130;MONT ST AIGNAN
0763090W;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;76451;Mont-Saint-Aignan;CTR DE FORMATION D'APPRENTIS;DE L'UNIVERSITE DE ROUEN;19761904200413;34578;;;17 RUE LAVOISIER;BP246;76821;MONT ST AIGNAN CEDEX
0763092Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76351;Le Havre;CTR DE FORMATION D'APPRENTIS;CCI AND CAUX;13002164500234;34578;;;182 QUAI GEORGES V;;76600;LE HAVRE
0763093Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76384;Lillebonne;CTR DE FORMATION D'APPRENTIS;OPERATEUR - IFP TRAINING;44934011600069;34578;;;1 RUE AUGUSTE DESGENETAIS;;76170;LILLEBONNE
0763094A;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;76108;Bois-Guillaume;CTRE FORMATION APPRENTIS AGRIC;DES MAISONS FAMILIALES ET RUR.;77567227227523;34680;;;CHEMIN DE LA BRETEQUE;BP38;76232;BOIS GUILLAUME CEDEX
0763119C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76108;Bois-Guillaume;CTR DE FORMATION D'APPRENTIS;DES METIERS DE LA BANQUE ET DE;77567554900361;34963;;;170  ALLÉE ROBERT LEMASSON;BP446;76235;BOIS GUILLAUME CEDEX
0763150L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76429;Le Mesnil-Esnard;CTR DE FORMATION D'APPRENTIS;DE L'INDUSTRIE ROUEN-DIEPPE;77570084200021;35309;;;2  RUE CHARLES SCHERER;;76240;LE MESNIL ESNARD
0763151M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76575;Saint-Etienne-du-Rouvray;CTR DE FORMATION D'APPRENTIS;ESCMT;39028497400024;35309;;;AVENUE GALILEE;BP10024;76800;ST ETIENNE DU ROUVRAY
0763152N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76540;Rouen;CTR DE FORMATION D'APPRENTIS;DE LA BOULANGERIE PÂTISSERIE;31504294500032;35309;;;150 boulevard de l'Europe;BP1032;76171;ROUEN CEDEX
0763153P;600;06;ministère de l'éducation nationale;;;PR;3;UAI fille;76351;Le Havre;CTR DE FORMATION D'APPRENTIS;JEANNE D'ARC;41154197200013;35309;;;12 rue Auguste Dollfus;;76600;LE HAVRE
0763154R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;76384;Lillebonne;CTR DE FORMATION D'APPRENTIS;ECOLE DU COMMERCE ET DE LA DIS;13002164500325;35309;;;Quartier de la Tourbière;BP50101;76170;LILLEBONNE
0763164B;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;76351;Le Havre;CTR DE FORMATION D'APPRENTIS;DE L'UNIVERSITE DU HAVRE;19762762300097;35674;;;25 rue Philippe Lebon;BP1123;76063;LE HAVRE CEDEX
0763434V;600;06;ministère de l'éducation nationale;32;ministère de la jeunesse et des sports;PR;1;UAI célibataire;76540;Rouen;CTR DE FORMATION D'APPRENTIS;ROUEN HOCKEY ELITE;41108560800023;41153;;GRAND MARE;25 rue Jean-Philippe Rameau;;76000;ROUEN
0763465D;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;76451;Mont-Saint-Aignan;CTR DE FORMATION D'APPRENTIS;ACADEMIQUE;18760909400029;42005;;;2 rue du Docteur Fleury;;76134;MONT ST AIGNAN CEDEX
0763491G;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;76540;Rouen;CTR DE FORMATION D'APPRENTIS;DE LA CHAMBRE DES METIERS ET D;18760006900152;43101;;;135 boulevard de l'Europe;;76043;ROUEN CEDEX
0771654E;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77327;Nangis;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET DES TRAVAUX PUB;77566214100123;27725;;;3 bis avenue du Général de Gaull;;77370;NANGIS
0771817G;600;03;ministère de l'agriculture;;;PU;2;UAI mère;77070;Chailly-en-Brie;CTR FORMATION APPRENTIS AGRIC.;LA BRETONNIÈRE;;28520;;Hameau La Bretonnière;;;77120;CHAILLY EN BRIE
0772241T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;77169;Emerainville;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE DE SEINE-ET-MAR;;32387;;;0 rue WILLY BRANDT;;77184;EMERAINVILLE
0772319C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77343;Ocquerre;CTR DE FORMATION D APPRENTIS;BÂTIMENT ET TRAVAUX PUBLICS D';77566214100131;33858;;;8 RUE DE BEL AIR;;77440;OCQUERRE
0772447S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77083;Champs-sur-Marne;CTR DE FORMATION D APPRENTIS;INGENIEURS 2000;;33529;;;7  ALLÉE NEWTON;;77420;CHAMPS SUR MARNE
0772468P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77083;Champs-sur-Marne;CTR DE FORMATION D APPRENTIS;ADEFSA DESCARTES;39089496200047;34943;;;23 rue Galilée;;77420;CHAMPS SUR MARNE
0772547A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77438;Saint-Thibault-des-Vignes;CTR DE FORMATION D APPRENTIS;COMPAGNONS DU TOUR DE FRANCE;;36404;;;1 ROUTE DE GUERMANTES;;77400;ST THIBAULT DES VIGNES
0772690F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;77305;Montereau-Fault-Yonne;CTR DE FORMATION D APPRENTIS;DE LA CHAMBRE DES MÉTIERS ET D;;37135;;;4 avenue du Général Leclerc;;77130;MONTEREAU FAULT YONNE
0772742M;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;77169;Emerainville;CFA;UTEC;18770918300086;38718;;;BOULEVARD OLOF PALME;;77312;MARNE LA VALLEE CEDEX 2
0772749V;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;77194;Forges;CTR FORMATION APPRENTIS AGRIC;;;38961;;;2 RUE DE SALINS;;77130;FORGES
0772820X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77284;Meaux;CTR DE FORMATION D APPRENTIS;CFA  PROMOTRANS MEAUX;77560813500859;41548;;;18 rue PASCAL;;77100;MEAUX
0772860R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;77337;Noisiel;CTR DE FORMATION D'APPRENTIS;DE LA MOBILITE URBAINE DURABLE;;42979;;;3 avenue Pierre Mendès France;;77186;NOISIEL
0780293V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78498;Poissy;CTR DE FORMATION D APPRENTIS;PHARMACIE SANTE SANIT. SOCIAL;78515061600049;25735;;;14 RUE GUSTAVE EIFFEL;;78306;POISSY CEDEX
0780424M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78646;Versailles;CTR DE FORMATION D APPRENTIS;CHBRE DE METIERS DES YVELINES;18780903300025;26108;;;17 avenue DU GENERAL MANGIN;;78000;VERSAILLES
0780762E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78623;Le Tremblay-sur-Mauldre;CTR DE FORMATION D APPRENTIS;TRANSPORT ET LOGISTIQUE;30540504500298;27463;;;43 rue du Général de Gaulle;;78490;LE TREMBLAY SUR MAULDRE
0780819S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78621;Trappes;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET TRAVAUX PUBLICS;78510456300107;27725;;;13  RUE DENIS PAPIN;;78190;TRAPPES
0781203J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78623;Le Tremblay-sur-Mauldre;CTR DE FORMATION D APPRENTIS;LA NAVIGATION FLUVIALE;30540504500298;28333;;;43 rue du Général de Gaulle;;78490;LE TREMBLAY SUR MAULDRE
0781779K;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;78551;Saint-Germain-en-Laye;CTR FORMATION APPRENTIS AGRIC;DE L HORTICULTURE ET DU CHEVAL;19780004800047;30926;;;CHEMIN DE LA JONCTION;;78100;ST GERMAIN EN LAYE
0781897N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78029;Aubergenville;CTR DE FORMATION D APPRENTIS;L'EA, LES ECOLES DES ECO-ACTIV;13001727000609;32766;;;27 rue CHANTIERS D HERUBE;;78410;AUBERGENVILLE
0781981E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78551;Saint-Germain-en-Laye;CTR DE FORMATION D APPRENTIS;SUP DE VENTE;13001727000401;33848;;;51 boulevard de la Paix;;78100;ST GERMAIN EN LAYE
0782058N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78517;Rambouillet;CTR DE FORMATION D'APPRENTIS;ESSYM CCI PARIS IDF;13001727000575;34943;;;44 rue PATENOTRE;;78120;RAMBOUILLET
0782090Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78646;Versailles;CTR DE FORMATION D APPRENTIS;ISIPCA CCI PARIS IDF;18780004000086;34213;;;34 rue du Parc de Clagny;;78000;VERSAILLES
0782092A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78498;Poissy;CTR DE FORMATION D APPRENTIS;VENTE ET COMMERCE AFIPE DE SAR;;34213;;;7 BIS ENCLOS DE L'ABBAYE;;78300;POISSY
0782093B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78297;Guyancourt;CTR DE FORMATION D APPRENTIS;TRAJECTOIRE;39324819000026;34213;;;PLACE FRANCOIS RABELAIS;;78042;GUYANCOURT CEDEX
0782110V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;78551;Saint-Germain-en-Laye;CTR DE FORMATION D APPRENTIS;OMNISPORTS;;34578;;;4 BIS AVENUE KENNEDY;;78100;ST GERMAIN EN LAYE
0782113Y;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;78517;Rambouillet;CTR FORMATION APPRENTIS AGRIC;SPORTS-EQUESTRES;;34213;;;Parc du Château;;78120;RAMBOUILLET
0782120F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78517;Rambouillet;CTR DE FORMATION D APPRENTIS;MFR LA GRANGE COLOMBE;39946530100014;34213;;;5 RUE DE LA GRANGE COLOMBE;;78120;RAMBOUILLET
0783366K;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;78623;Le Tremblay-sur-Mauldre;CTR FORMATION APPRENTIS AGRIC;METIERS DE L'HORT ET DU PAYSAG;30540504500298;28369;;;43 rue du Général de Gaulle;;78490;LE TREMBLAY SUR MAULDRE
0783593G;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;78297;Guyancourt;CTR DE FORMATION D APPRENTIS;ACADEMIE V3A;18780913200041;40134;;;19  AVENUE DU CENTRE;CS10726;78280;GUYANCOURT
0783606W;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;78646;Versailles;CTR FORMATION APPRENTIS AGRIC;;41984979900020;35704;;;3  PASSAGE SAINT PIERRE;;78000;VERSAILLES
0783654Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;78208;Elancourt;CTR DE FORMATION D APPRENTIS;AFOMAV;34088342000069;42036;;;4 rue Blaise Pascal;;78990;ELANCOURT
0790924A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;79191;Niort;CTR DE FORMATION D'APPRENTIS;CHAMBRE METIERS ET ARTISANAT;18790002200026;26099;;;21 rue DES HERBILLAUX;BP1088;79010;NIORT CEDEX
0791046H;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;79174;Melle;CTR FORMATION APPRENTIS AGRIC;;75055778700017;31168;;;ROUTE DE LA ROCHE;;79500;MELLE
0791175Y;600;35;ministère de la santé et de la solidarité nationale;;;PR;1;UAI célibataire;79191;Niort;CTR FORMATION APPRENTIS SANSOC;SANIT. ET SOC. POITOU CHARENTE;53346786600018;40848;;;14 BIS RUE D'INKERMANN;BP29105;79061;NIORT CEDEX 9
0801302F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;80021;Amiens;CTR DE FORMATION D APPRENTIS;BTP CFA 80;30809074500024;28066;;;17 rue PIERRE ROLLIN;BP50023;80091;AMIENS CEDEX 3
0801558J;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;80021;Amiens;CTR DE FORMATION D APPRENTIS;INTERFOR;30340844700033;26665;;;2 rue VADE;BP18;80017;AMIENS CEDEX 1
0801967D;600;35;ministère de la santé et de la solidarité nationale;;;PR;2;UAI mère;80021;Amiens;CFA ESSAS;DE L'ECO SOC ET SOL ANIM SPORT;78061259400066;34578;;;6 rue DES DEUX PONTS;;80044;AMIENS CEDEX 1
0802002S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;80021;Amiens;CTR DE FORMATION D APPRENTIS;IRFA APISUP;41142322100026;34943;;;3 avenue DU PAYS D'AUGE;;80000;AMIENS
0802004U;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;80021;Amiens;CTR DE FORMATION D APPRENTIS;AFTRAL;33408996800013;35309;;ZI NORD;Rue DE LA VASSELLERIE;;80046;AMIENS CEDEX 2
0802078Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;80021;Amiens;CTR DE FORMATION D APPRENTIS;CREF PHARMACIE;39503020800031;38231;;VALLEE DES VIGNES;67 avenue DE L'ITALIE;;80094;AMIENS CEDEX 3
0802084F;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;80021;Amiens;CTR DE FORMATION D APPRENTIS;CF3A;17800430500177;38474;;;20 boulevard ALSACE-LORRAINE;;80063;AMIENS CEDEX 9
0802093R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;80021;Amiens;CTR DE FORMATION D APPRENTIS;BANQUES PICARDIE;50012075300016;39326;;;47 rue DES TROIS CAILLOUX;;80000;AMIENS
0810791V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;81004;Albi;CTRE DE FORMATION D'APPRENTIS;CHAMBRE DE METIERS DU TARN;33934157000010;25321;;;48  AVENUE DE LATTRE DE TASSIGNY;;81000;ALBI
0810797B;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;81128;Lacrouzette;CTRE DE FORMATION D'APPRENTIS;UNICEM OCCITANIE;21810128500037;28034;;;48 rue DU SIDOBRE;BP20;81210;LACROUZETTE
0811210A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;81004;Albi;CTRE DE FORMATION D'APPRENTIS;METIERS COMMERC ET FINANCIERS;33532404200027;33788;;;2  AVENUE FRANCHET D'ESPEREY;;81000;ALBI
0811238F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;81038;Brens;CTRE DE FORMATION ET PROMOTION;DES MAISONS FAMILIALES RURALES;84404398400013;34578;;;14 PLACE DU LAVOIR;;81600;BRENS
0811239G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;81004;Albi;CTRE DE FORMATION D'APPRENTIS;IFA AUTO CHBRE DE COMMERCE;44335292700018;34578;;;8  CHEMIN LA BESSE;;81000;ALBI
0811267M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;81004;Albi;CTRE DE FORMATION D'APPRENTIS;IFA 81 CCI TARN;;35674;;;1  AVENUE GENERAL HOCHE;BP116;81012;ALBI CEDEX 9
0811343V;600;03;ministère de l'agriculture;;;PU;2;UAI mère;81140;Lavaur;CFA A;;;37135;;;DOMAINE DE FLAMARENS;;81500;LAVAUR
0820746R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;82121;Montauban;CTRE DE FORMATION D'APPRENTIS;DEPARTEMENTAL ECOLE METIERS;84435604800018;28734;;;11 RUE ERNEST MERCADIER;BP20634;82006;MONTAUBAN CEDEX
0820807G;600;03;ministère de l'agriculture;;;PU;2;UAI mère;82121;Montauban;CTRE FORMATION APPRENTIS AGRIC;DU TARN-ET-GARONNE EPLA MONTAU;19820559300033;32483;;;DOMAINE DE CAPOU;;82000;MONTAUBAN
0820858M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;82121;Montauban;CTRE DE FORMATION D'APPRENTIS;IFA 82 CCI MONTAUBAN ET T-GNE;47991356800024;35674;;;61 avenue Gambetta;BP527;82000;MONTAUBAN
0830704P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;83137;Toulon;CTR DE FORMATION D APPRENTIS;ASS PROF FORM PREPA PHARMACIE;40393036500032;25323;;;RUE H  BARBUSSE LE CASTIGNEAU;;83000;TOULON
0831136J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;83137;Toulon;CTR DE FORMATION D APPRENTIS;BATIMENT TP TOULON;78285946600099;28335;;GRDE TOURRACHE Z I TOULO;;BP241;83100;TOULON
0831374T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;83016;Le Beausset;CTR DE FORMATION D APPRENTIS;CHAMBRE DES MET LE BEAUSSET;13002087800133;32065;;;Allée des Primevères;;83330;LE BEAUSSET
0831375U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;83116;Saint-Maximin-la-Sainte-Baume;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS ST MAXIMIN;13002087800141;32065;;LIEU DIT LE DEFENDS;;;83470;ST MAXIMIN LA STE BAUME
0831377W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;83004;Les Arcs;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS LES ARCS;13002087800109;32065;;;CHEMIN DE GUERINGUIER;;83460;LES ARCS
0831608X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;83126;La Seyne-sur-Mer;CTR DE FORMATION D APPRENTIS;I.P.F.M. METIERS DE LA MER;13002087800117;37500;;;68 allée DES FORGES;;83500;LA SEYNE SUR MER
0840526R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;84007;Avignon;CENTRE DE FORMATION DES APPREN;FLORENTIN MOURET;78320250000014;25259;;;13 BIS AVENUE DU BLANCHISSAGE;BP2030;84023;AVIGNON CEDEX 1
0840709P;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;84007;Avignon;CENTRE DE FORMATION DES APPREN;CCI HOTEL.PROVENCE COTE D AZUR;18130001300214;27228;;;ALLÉE DES FENAISONS;BP660;84032;AVIGNON CEDEX 3
0840733R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;84007;Avignon;CENTRE DE FORMATION DES APPREN;CHAMBRE DES METIERS VAUCLUSE;18840003000030;27743;;;12  BOULEVARD SAINT ROCH;;84009;AVIGNON CEDEX 1
0840800N;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;84009;La Bastide-des-Jourdans;CTR FORMATION APPRENTIS AGRIC;FORESTIERS;30419999500024;29069;;;DOMAINE DE PIE DE GACHE;;84240;LA BASTIDE DES JOURDANS
0841022E;600;06;ministère de l'éducation nationale;;;PU;4;UAI mère et fille;84031;Carpentras;CENTRE DE FORMATION DES APPREN;REGIONAL DU VAUCLUSE;19840016000026;31291;;;100 rue ROBERT LACOSTE;;84200;CARPENTRAS
0841035U;600;03;ministère de l'agriculture;;;PR;2;UAI mère;84007;Avignon;CTR FORMATION APPRENTIS AGRIC;IFRIA;41279079200029;35674;;;100 rue Pierre Bayle;BP11548;84141;MONTFAVET CEDEX
0841037W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;84007;Avignon;CENTRE DE FORMATION DES APPREN;A.P.I.-C.F.A.I. 84;42419580800011;35726;;SITE AGROPARC;60  CHEMIN DE FONTANILLE;BP1242;84911;AVIGNON CEDEX 9
0850153E;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;URMA-ESFORA VENDEE;13002068800144;25269;;;24  ROND-POINT DU COTEAU;BP75;85002;LA ROCHE SUR YON CEDEX
0851196N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;85146;Montaigu-Vendée;CTR DE FORMATION D APPRENTIS;AFPIA SOLFI2A;39842289900045;27803;;MONTAIGU VENDEE;Rue Alfred de Vigny;BP167;85607;MONTAIGU CEDEX
0851345A;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;MAISONS FAMILIALES ET RURALES;78650966100082;30195;;;119  BOULEVARD DES ETATS UNIS;BP122;85004;LA ROCHE SUR YON CEDEX
0851372E;600;03;ministère de l'agriculture;;;PU;3;UAI fille;85191;La Roche-sur-Yon;CTR FORMATION APPRENTIS AGRIC.;ANX.DU LYCEE NATURE;19850144700017;31048;;;ALLÉE DES DRUIDES;;85035;LA ROCHE SUR YON CEDEX
0851412Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;AFORBAT 85;78605529300066;33117;;;23  ROND-POINT DU COTEAU;BP02;85001;LA ROCHE SUR YON CEDEX
0851464E;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;ICAM  VENDEE;52003242600014;34578;;;28  BOULEVARD D'ANGLETERRE;;85000;LA ROCHE SUR YON
0851537J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;ENSEIGNEMENT CATHOLIQUE 85;78644708600038;37500;;;104 rue Pierre Brossolette;BP299;85007;LA ROCHE SUR YON CEDEX
0851570V;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;85191;La Roche-sur-Yon;CTR DE FORMATION D APPRENTIS;EDUCATION NATIONALE 85;19850027400024;38596;;;29 boulevard GUITTON;BP779;85020;LA ROCHE SUR YON CEDEX
0860841X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;86214;Saint-Benoît;CTR DE FORMATION D'APPRENTIS;CHAMBRE METIERS ET ARTISANAT;18860004300023;25237;;;1 rue DE CHANTEJEAU;CS70009;86281;ST BENOIT CEDEX
0860845B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;86214;Saint-Benoît;CTR DE FORMATION D APPRENTIS;BTP CFA DE LA VIENNE;30107533900046;25237;;;3 rue DE CHANTEJEAU;;86280;ST BENOIT
0860995P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;86194;Poitiers;CTR DE FORMATION D'APPRENTIS;CHAMBRE COMMERCE INDUSTRIE;18860003500037;26105;;;120 rue DU PORTEAU;BP495;86012;POITIERS CEDEX
0861219H;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;86213;Rouillé;CTR FORMATION APPRENTIS AGRIC;;19860718600030;31168;;VENOURS;;;86480;ROUILLE
0861231W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;86194;Poitiers;CTR DE FORMATION D'APPRENTIS;AFTRAL 86 TRANSPORT ET LOGISTI;30540504500132;31656;;;94 rue DU PORTEAU;BP20923;86001;POITIERS CEDEX
0861253V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;86194;Poitiers;CTR DE FORMATION D'APPRENTIS;CFAI POITOU-CHARENTES;33811430900010;33117;;;120 rue  DU PORTEAU;BP495;86012;POITIERS CEDEX
0861360L;600;06;ministère de l'éducation nationale;;;PR;3;UAI fille;86194;Poitiers;CTR DE FORMATION D APPRENTIS;LY PRIVE ISAAC DE L'ETOILE;80146654100019;36770;;;62  RUE DU PORTEAU;BP19;86001;POITIERS CEDEX
0861416X;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;86194;Poitiers;CTR DE FORMATION D APPRENTIS;SUP NOUVELLE AQUITAINE;13001762700014;39814;;;2  RUE PIERRE BROUSSE;BP635;86022;POITIERS CEDEX
0861419A;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;86115;Jaunay-Marigny;CTR DE FORMATION D APPRENTIS;ACADÉMIQUE;18860907700048;40179;;;8 rue EVARISTE GALOIS;;86130;JAUNAY MARIGNY
0861423E;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;86157;Mignaloux-Beauvoir;CTR REGIONAL DES MFR;;33298701500028;40422;;;2137 ROUTE DE CHAUVIGNY;;86550;MIGNALOUX BEAUVOIR
0870606L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;87085;Limoges;CTR DE FORMATION D APPRENTIS;CFA ESPACE GALIEN 87;77807089600031;25323;;;40 rue DU MAS LOUBIER;;87000;LIMOGES
0870773T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;87085;Limoges;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS HTE VIENNE;33080235600031;27467;;LIMOGES CEDEX;Rue DE SAINT GENCE;BP1076;87051;LIMOGES CEDEX 2
0870974L;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;87201;Verneuil-sur-Vienne;CTR FORMATION APPRENTIS AGRIC.;CFA DE LA HAUTE VIENNE;19870581600025;26973;;LYCEE AGRICOLE LES VASEI;;;87430;VERNEUIL SUR VIENNE
0870987A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;87085;Limoges;CFA BATIMENT LIMOGES;;33080235600031;31229;;;104 rue DE SAINT GENCE;;87001;LIMOGES CEDEX 1
0875017F;600;06;ministère de l'éducation nationale;;;PU;4;UAI mère et fille;87085;Limoges;CENTRE FORMATION D'APPRENTIS;ENS SUPERIEUR REGION LIMOUSIN;19753471200447;35688;;;83 rue D ISLE;;87000;LIMOGES
0875030V;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;87085;Limoges;CFA CERAMIQUE;LIMOGES;48391194700016;36161;;;9  RUE JB SAY;;87000;LIMOGES
0875036B;600;35;ministère de la santé et de la solidarité nationale;;;PR;1;UAI célibataire;87075;Isle;INSTITUT REGIONAL DE FORMATION;D'EDUCATEURS;77807079700049;37652;;;Rue DU BUISSON;;87170;ISLE
0875084D;600;06;ministère de l'éducation nationale;;;PU;4;UAI mère et fille;87085;Limoges;CTR DE FORMATION D'APPRENTIS;ACADEMIE DE LIMOGES;18873703500017;43101;;;13 rue FRANCOIS CHENIEUX;;87001;LIMOGES CEDEX 1
